,developerResponse,date,review,score,userName
632,"{'reviewId': '9959ccb1-b1f3-4ae0-960d-5fff8ec3197f', 'userName': 'Charlotte Franklin', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLrZhCCEWv6TD37UnloOB1nibpv0tHWQU5tM54IIAc9BHLsbA=mo', 'content': 'My son loves this game. He never gets tired of playing it!', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 17, 22, 38, 12), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-17 22:38:12,My son loves this game. He never gets tired of playing it!,5,Charlotte Franklin
633,"{'reviewId': '6c4e9580-ea5a-4b75-ab3b-36de65153b8a', 'userName': 'Ibrahim Jan', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVTdmVrX6x0ZgcAx33reGrWojo7CNf0cyoZBumsZLs7E5TFqs_B', 'content': ""The best thing for children's I like this App my sister learn many things that she could never believe"", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 2, 20, 2, 0, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-02-20 02:00:17,The best thing for children's I like this App my sister learn many things that she could never believe,5,Ibrahim Jan
634,"{'reviewId': '057af4dc-6066-4374-9bc8-82773c49c3df', 'userName': 'Ellie Engler', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXp1smYNVK0Tm9cjJd51K8hqI1Mxp9VQdqPJ-f375tDb1FTYBY', 'content': 'not letting me log into more than one device. says wrong password.', 'score': 3, 'thumbsUpCount': 7, 'reviewCreatedVersion': '4.0', 'at': datetime.datetime(2021, 10, 17, 9, 19, 28), 'replyContent': None, 'repliedAt': None, 'appVersion': '4.0'}",2021-10-17 09:19:28,not letting me log into more than one device. says wrong password.,3,Ellie Engler
635,"{'reviewId': '23cf3124-68e4-4190-9b8d-a96b5ffa5cf8', 'userName': 'vivek deshmukh', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVQUyK7S-zWPG-aA4Fkxx75zcu_pdpn7jB4ZfFjSPt68KOtuvBa', 'content': 'We have to pay for like everything so please atleast make something free which we can enjoy.', 'score': 1, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 26, 9, 16, 1), 'replyContent': 'Hello, our app offers 10 free games at all times and then you can start a one-week free trial if you want to see more. Please contact us on support@edokiacademy.com for more information', 'repliedAt': datetime.datetime(2020, 6, 26, 10, 52, 49), 'appVersion': None}",2020-06-26 09:16:01,We have to pay for like everything so please atleast make something free which we can enjoy.,1,vivek deshmukh
636,"{'reviewId': '2b5eadb4-0c41-419d-b811-df4467790271', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This app actually helps children to apply out of the box reasoning in real life situations.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 7, 7, 50, 25), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-07 07:50:25,This app actually helps children to apply out of the box reasoning in real life situations.,5,A Google user
637,"{'reviewId': 'b5a7aeb5-94f1-452f-8d3c-131cf4e509cc', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This application deserves all the praise. It is truly said that the winner takes it all.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 26, 9, 54, 55), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-26 09:54:55,This application deserves all the praise. It is truly said that the winner takes it all.,5,A Google user
638,"{'reviewId': '493ec611-d082-4a32-bc9f-3c668ce61677', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I loved the app and wanted that app.my mum also loved the app.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '3.1', 'at': datetime.datetime(2020, 4, 26, 23, 10, 34), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.1'}",2020-04-26 23:10:34,I loved the app and wanted that app.my mum also loved the app.,5,A Google user
639,"{'reviewId': '1282a555-c7d6-457b-9349-185eeb822102', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Can't even try it without giving your info. No thanks!"", 'score': 1, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 10, 23, 21, 7, 2), 'replyContent': 'Hello, you can play the free games as much as you like. If you want to start the free trial, you need to give your information because only one ""seven-day trial"" is allowed per person.  If you didn\'t give your information you could have as many as you wish. Please contact us on support@edokiacademy.com for more details.', 'repliedAt': datetime.datetime(2019, 10, 24, 6, 44, 30), 'appVersion': None}",2019-10-23 21:07:02,Can't even try it without giving your info. No thanks!,1,A Google user
640,"{'reviewId': '3c5cf027-675c-4138-946a-77f8b8bc72bf', 'userName': 'n00b', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLGPSBLfClxaZ2wdOLK67PkNIZKBKRA06J0__Css248DUOoxhk=mo', 'content': 'Not enough content without subscribing.', 'score': 2, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 10, 13, 11, 46, 59), 'replyContent': 'Hello, the download and 10+ of our games are free to give parents and kids an idea about the app. We also offer a one-week free trial,. The full content is then paid as we refuse to insert ads, since this is an app for small children. Also, we constantly add new activities. Please contact us at support@edokiacademy.com for more information.', 'repliedAt': datetime.datetime(2023, 10, 13, 14, 39, 2), 'appVersion': None}",2023-10-13 11:46:59,Not enough content without subscribing.,2,n00b
641,"{'reviewId': 'a94aaf7b-1711-409d-a592-e7d123ec456d', 'userName': 'Simon Nersezyan', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ_DGsjppXr5MshTefE8rNhg5D-FQ9PvDqGtltXWJbBSNcoAA=mo', 'content': ""Constantly crashing on my son's tablet. £5.49 a month for something that we can't use is robbery"", 'score': 1, 'thumbsUpCount': 3, 'reviewCreatedVersion': '3.8', 'at': datetime.datetime(2021, 5, 25, 12, 8, 7), 'replyContent': ""Hello, we haven't heard from you. Please contact us on support@edokiacademy.com, we can help\n"", 'repliedAt': datetime.datetime(2021, 6, 4, 6, 50, 23), 'appVersion': '3.8'}",2021-05-25 12:08:07,Constantly crashing on my son's tablet. £5.49 a month for something that we can't use is robbery,1,Simon Nersezyan
642,"{'reviewId': 'd2f02a75-c126-4cd7-b8ac-def7216ecf5d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'How to express my gratitude! My small boy is so happy. Thank you very much.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 6, 7, 1, 32), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-06 07:01:32,How to express my gratitude! My small boy is so happy. Thank you very much.,5,A Google user
643,"{'reviewId': '3dba905d-b843-4fb7-8bc3-9cf52f79be1c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Giving it 5/5 stars is such an injustice. This is an app with a noble initiative.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 9, 8, 3, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-09 08:03:30,Giving it 5/5 stars is such an injustice. This is an app with a noble initiative.,5,A Google user
644,"{'reviewId': '386559f1-6bae-40c8-94e4-39c882f53bf9', 'userName': 'D V', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJPZchTKq8TlFZh4yp9sQthVl1RT6IW61h1NIV9o_RpaPQPYA=mo', 'content': 'Immediste request to pay, no trial. No Russian, Ukraine language', 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': '3.7.2', 'at': datetime.datetime(2021, 3, 28, 6, 41, 15), 'replyContent': 'Hello, please contact us on support@edokiacademy.com and ask for Valérie, we can definitely help.\n\n', 'repliedAt': datetime.datetime(2021, 3, 28, 15, 24, 53), 'appVersion': '3.7.2'}",2021-03-28 06:41:15,"Immediste request to pay, no trial. No Russian, Ukraine language",1,D V
645,"{'reviewId': '2eda0980-6428-43ca-8dca-17885ec5b600', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I love this application so much! This is the best app ever.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 29, 5, 52, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-29 05:52:57,I love this application so much! This is the best app ever.,5,A Google user
646,"{'reviewId': '2b69069c-6788-4ce9-bb58-d2dec6821420', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Everything is locked. Terrible app for kids.', 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': '3.1', 'at': datetime.datetime(2020, 3, 30, 7, 11, 28), 'replyContent': ""Hello Shaun, we're sorry that you didn't spot the free games, there are 10 in total. They are meant to give you a taste of the app to help you decide if you want to start the free trial. Contact us on support@edokiacademy.com and we'll give you more information."", 'repliedAt': datetime.datetime(2020, 3, 30, 6, 4, 22), 'appVersion': '3.1'}",2020-03-30 07:11:28,Everything is locked. Terrible app for kids.,1,A Google user
647,"{'reviewId': '55946c98-e052-44d0-ae19-1c27d75c5b6f', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'With this kind of quality, this app is here to rule. An adorable app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 29, 5, 51, 19), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-29 05:51:19,"With this kind of quality, this app is here to rule. An adorable app.",5,A Google user
648,"{'reviewId': '833123d7-312b-4c01-9b8b-c9d42e0f6c8b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Stuck on the loading page, psmart 2019', 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 13, 9, 4, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-13 09:04:58,"Stuck on the loading page, psmart 2019",1,A Google user
649,"{'reviewId': '5c1b004e-0e88-466e-a6a3-8d4b73d09da1', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Numerous new nursery rhymes are included in Montessori Preschool which children will appreciate and learn', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 24, 5, 7, 49), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-24 05:07:49,Numerous new nursery rhymes are included in Montessori Preschool which children will appreciate and learn,5,A Google user
650,"{'reviewId': '121e9fa5-0718-4137-9c9f-1e51c3a9762f', 'userName': 'sesil 00', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVqNbi-M3spq9_9g8qSxJzwGGkIY_TzOM1T4vALnD_6VDfNu2rRrg', 'content': ""can't unsubscribe during free trial"", 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': '4.0', 'at': datetime.datetime(2021, 9, 10, 6, 25, 5), 'replyContent': 'Hello, please contact us on support@edokiacademy.com so we can help you', 'repliedAt': datetime.datetime(2021, 9, 10, 10, 44, 51), 'appVersion': '4.0'}",2021-09-10 06:25:05,can't unsubscribe during free trial,1,sesil 00
651,"{'reviewId': 'f51b97a7-c648-4960-8f1f-02baae0bec6f', 'userName': 'Jehan Lidasan - Marohombsar', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUYkDMZqQ6SqZ2n0tuykkGzOlDWJoBbD7EukfJ1FiiqIhXyhMPWaA', 'content': ""Why can't get in. I paid for a 1 year subscription"", 'score': 1, 'thumbsUpCount': 1, 'reviewCreatedVersion': '4.2', 'at': datetime.datetime(2023, 6, 13, 6, 56, 18), 'replyContent': 'Hello, please contact us on support@edokiacademy.com, we can help', 'repliedAt': datetime.datetime(2023, 6, 14, 14, 5), 'appVersion': '4.2'}",2023-06-13 06:56:18,Why can't get in. I paid for a 1 year subscription,1,Jehan Lidasan - Marohombsar
652,"{'reviewId': 'df2728a3-e2ad-4128-8f3b-064a37e8a4a3', 'userName': 'andy handyman', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJhMWdk2pGR1EWNQ5oDw6TMe-6x5PLTI_FAnVGq11z2a6aH6w=mo', 'content': ""Can't to subscribe. It gives me error RETRY."", 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': '4.8.2', 'at': datetime.datetime(2023, 1, 20, 3, 34, 48), 'replyContent': ""Hello, we're sorry to hear this, did you contact support@edokiacademy.com"", 'repliedAt': datetime.datetime(2023, 1, 20, 11, 8, 36), 'appVersion': '4.8.2'}",2023-01-20 03:34:48,Can't to subscribe. It gives me error RETRY.,1,andy handyman
653,"{'reviewId': '80a3c710-6a23-4ac1-8350-b2447bd8f791', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Love it for my bilingual daughter!', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '3.1', 'at': datetime.datetime(2020, 3, 9, 11, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.1'}",2020-03-09 11:44:00,Love it for my bilingual daughter!,5,A Google user
654,"{'reviewId': 'afa663d4-e923-4554-801d-1449efd4dc0d', 'userName': 'Ellen F Herring', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK4lSWHZrbYU6lFIq4aoDiTnYsbxXUkf7XjqTtrsnA7kCMh6g=mo', 'content': 'takes too long to download', 'score': 1, 'thumbsUpCount': 3, 'reviewCreatedVersion': '4.6', 'at': datetime.datetime(2022, 9, 3, 9, 15, 26), 'replyContent': ""Hello, we're sorry to hear this but it shouldn't be the case, could you please contact our support service on support@edokiacademy.com, they should be able to help you."", 'repliedAt': datetime.datetime(2022, 9, 6, 13, 35, 59), 'appVersion': '4.6'}",2022-09-03 09:15:26,takes too long to download,1,Ellen F Herring
655,"{'reviewId': '200c1ff4-fc80-4a48-b343-82d3b6f96b96', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'i like the ap but my daughter is not useing it alot right now but it wont let me cancel', 'score': 3, 'thumbsUpCount': 10, 'reviewCreatedVersion': '2.1.1', 'at': datetime.datetime(2019, 4, 18, 20, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.1.1'}",2019-04-18 20:58:00,i like the ap but my daughter is not useing it alot right now but it wont let me cancel,3,A Google user
656,"{'reviewId': '08f2f407-bc0f-4d5f-82e8-68c2a87c4a16', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Pay 60 dollars for an app that doesn't open"", 'score': 1, 'thumbsUpCount': 4, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 1, 15, 8, 10, 55), 'replyContent': ""Hello, we're sorry to hear this and we can help you fix the issue, please write to us on support@edokiacademy.com"", 'repliedAt': datetime.datetime(2019, 1, 15, 8, 44, 30), 'appVersion': None}",2019-01-15 08:10:55,Pay 60 dollars for an app that doesn't open,1,A Google user
657,"{'reviewId': 'b7e70a3a-d08f-41b9-b595-5c1e97e759bc', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'The very first sound said uppercase started with an O.', 'score': 1, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 1, 24, 15, 12, 43), 'replyContent': 'Hello,  we can help if you contact us on support@edokiacademy.com.', 'repliedAt': datetime.datetime(2020, 1, 25, 14, 0, 32), 'appVersion': None}",2020-01-24 15:12:43,The very first sound said uppercase started with an O.,1,A Google user
658,"{'reviewId': 'd10843e6-f644-414f-bcf8-2dfe3277d138', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My all time favorite preschool app!', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '2', 'at': datetime.datetime(2019, 11, 22, 9, 52, 47), 'replyContent': None, 'repliedAt': None, 'appVersion': '2'}",2019-11-22 09:52:47,My all time favorite preschool app!,5,A Google user
659,"{'reviewId': '1bfbeb82-72bf-49de-a19d-21f960b7a067', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Hevent seen anything like this before. Too good an app to ignore.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 13, 8, 2, 47), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-13 08:02:47,Hevent seen anything like this before. Too good an app to ignore.,5,A Google user
660,"{'reviewId': 'b591d61b-e6d5-446d-a89d-b0f322a0dc23', 'userName': 'random human', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWqmY0FsRZ7UOHKRqDn-JEorRmSlG54Dvc76yrJaMDmNWzvuIOG', 'content': 'I am very happy they made the French version', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '4.6', 'at': datetime.datetime(2022, 10, 1, 4, 47, 42), 'replyContent': None, 'repliedAt': None, 'appVersion': '4.6'}",2022-10-01 04:47:42,I am very happy they made the French version,5,random human
661,"{'reviewId': 'c1a379fa-d0f3-4bd0-a667-2416e0d021eb', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Love it but it's kind of pricey for what it is"", 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '3.1', 'at': datetime.datetime(2020, 3, 27, 6, 47, 10), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.1'}",2020-03-27 06:47:10,Love it but it's kind of pricey for what it is,5,A Google user
662,"{'reviewId': '3592c53d-3ecd-4434-b5ff-c206c0bea5b9', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'After downloading this game loading all the time', 'score': 1, 'thumbsUpCount': 22, 'reviewCreatedVersion': '1.8', 'at': datetime.datetime(2018, 10, 5, 19, 1, 18), 'replyContent': 'Hello, did you manage to download the app? please write to support@edokiacademy.com, we will help you. It might be a problem with WIFI', 'repliedAt': datetime.datetime(2018, 12, 18, 3, 33, 26), 'appVersion': '1.8'}",2018-10-05 19:01:18,After downloading this game loading all the time,1,A Google user
663,"{'reviewId': '49be4df5-ca1a-44a1-b376-490a828299c8', 'userName': 'MATHIBEDI MAKGATHO', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjV5uGGgG-6BStyIM96MFp6qkBC3fMIacFzT3b1lawjsP1F6KOmz', 'content': 'I find it interesting and fun', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '4.6', 'at': datetime.datetime(2022, 9, 20, 20, 49, 54), 'replyContent': None, 'repliedAt': None, 'appVersion': '4.6'}",2022-09-20 20:49:54,I find it interesting and fun,5,MATHIBEDI MAKGATHO
664,"{'reviewId': '0b266541-e769-4566-801c-8a1f197629bf', 'userName': 'LEORINE AWOTO', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIg9ApEZ5j9rDqVA8VBZhTFZk6Vq_A0a-1hoHbkaSzMJB_R2w=mo', 'content': ""it is great app. it's very helpful"", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '5.1.8', 'at': datetime.datetime(2023, 9, 15, 10, 27, 9), 'replyContent': None, 'repliedAt': None, 'appVersion': '5.1.8'}",2023-09-15 10:27:09,it is great app. it's very helpful,5,LEORINE AWOTO
665,"{'reviewId': 'dfd32807-34bb-409e-9db4-02a4c12786b6', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I think its great we learn many things', 'score': 3, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2018, 9, 27, 21, 32, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2018-09-27 21:32:52,I think its great we learn many things,3,A Google user
666,"{'reviewId': '8994ec6d-cacd-45ee-bef1-843ff70da014', 'userName': 'Samantha Brown', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLHI_nKn8LjGC3gGoaBcLZmnpVrFtT6IIEIGzqyWmNd3ymeHA=mo', 'content': ""It's not worth it, in my opinion."", 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': '5.4.1', 'at': datetime.datetime(2024, 10, 6, 6, 49, 34), 'replyContent': ""Hello, we are sorry to hear that you don't want to keep our app. Please do not hesitate to contact the support at support@edokiacadem.com so you could give us more information. We are always open for constructive feedback ."", 'repliedAt': datetime.datetime(2024, 10, 11, 9, 17, 22), 'appVersion': '5.4.1'}",2024-10-06 06:49:34,"It's not worth it, in my opinion.",1,Samantha Brown
667,"{'reviewId': 'a271c6be-8ed1-41b8-bf88-a2d907ff714f', 'userName': 'Susan Tessel', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKT3uuRQyvlxsb9Hv3HhpzmTn3M9VK3IhNv9dxr22FsUW3fwg=mo', 'content': 'Thank you....it is working fine now', 'score': 3, 'thumbsUpCount': 2, 'reviewCreatedVersion': '3.5', 'at': datetime.datetime(2020, 11, 13, 12, 9, 10), 'replyContent': 'Hello! We can help you. Please contact us at: support@edokiacademy.com', 'repliedAt': datetime.datetime(2020, 11, 12, 11, 6, 46), 'appVersion': '3.5'}",2020-11-13 12:09:10,Thank you....it is working fine now,3,Susan Tessel
668,"{'reviewId': '147b0eff-4003-4005-a841-71c44dc9c984', 'userName': 'Squishmallow Squishmelon', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXOy3kEiWtcmcz9ulQw1hSm_I5ywQ7v6Qh_J3-Gz9dWPDOOQRQp', 'content': ""All Characters From Mitch Match: We Don't Need Teacher Approved, It Means Inappropriate"", 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 6, 10, 23, 32, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2023-06-10 23:32:02,"All Characters From Mitch Match: We Don't Need Teacher Approved, It Means Inappropriate",1,Squishmallow Squishmelon
669,"{'reviewId': '1ef5d0b1-d93e-40e8-b98f-f4df33143928', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""It's helps kids.. good app"", 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2018, 9, 15, 22, 11, 10), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2018-09-15 22:11:10,It's helps kids.. good app,4,A Google user
670,"{'reviewId': 'b1c1b2d8-214e-42ce-91c8-54ed86ebadab', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'my daughter love this app...', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.91', 'at': datetime.datetime(2019, 1, 8, 2, 44, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.91'}",2019-01-08 02:44:30,my daughter love this app...,5,A Google user
671,"{'reviewId': '919b27be-b00a-4f22-96e7-8f2f541753fa', 'userName': 'Ashley Greenwald', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWHbw2lc0nUmFAqlFnuDwAsiabCH4n8zsnlO_UT8sWCfSFfV1RN', 'content': 'Need more free items', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': '4.8.2', 'at': datetime.datetime(2022, 12, 19, 13, 50, 25), 'replyContent': None, 'repliedAt': None, 'appVersion': '4.8.2'}",2022-12-19 13:50:25,Need more free items,4,Ashley Greenwald
672,"{'reviewId': 'ab853bcb-5268-4caf-8c79-51048d45c722', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nice game and interesting also', 'score': 2, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2018, 9, 24, 10, 33, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2018-09-24 10:33:52,Nice game and interesting also,2,A Google user
